PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"40791599","Impact of first-line chemoimmunotherapy with or without radiotherapy on the prognosis of patients with locally advanced or metastatic esophageal squamous cell carcinoma: a multicenter, real-world, retrospective cohort study from China (NCT06478355)","Liu X, Wen J, Zhang Y, Wang C, Liu Y, Qian P, Cao J, Hou Q, Xu Y, Lin Z, Ye X, Hou M, Gui Y, Wang L, Zhou W, Zeng Z, Song Y, Luo H, Lv J, Shen W.","Front Immunol. 2025 Jul 28;16:1633930. doi: 10.3389/fimmu.2025.1633930. eCollection 2025.","Liu X","Front Immunol","2025","2025/08/12","PMC12336177","","10.3389/fimmu.2025.1633930"
"41184224","Camrelizumab plus chemotherapy versus chemoradiotherapy as neoadjuvant therapy for resectable esophageal squamous cell carcinoma: Phase 2 randomized trial (REVO)","Wang P, Chen Y, Wang F, Chen M, Zheng B, Zhang D, Zheng Q, Wang J, Chen J, Cai H, Liu J, Zhang W, Lian C, Chen J, Lin Y, Xu Y, Huang R, Lei M, Chen P, He H, Lin H, Chen X, Zhou H, Chen W, Wei W, Zhuang F, Lin J, Huang C, Guan N, Yan J, Liang S, Liu S, Li J.","Nat Commun. 2025 Nov 3;16(1):9676. doi: 10.1038/s41467-025-64660-z.","Wang P","Nat Commun","2025","2025/11/03","PMC12583711","","10.1038/s41467-025-64660-z"
"40876084","Nal-IRI/LV5-FU versus paclitaxel as second-line therapy in patients with metastatic esophageal squamous cell carcinoma (PRODIGE 62-FFCD 1701-OESIRI)","Tougeron D, Mineur L, Zaanan A, Kadi M, Poisson Ligeza C, Bourgeois V, Martin-Babau J, Fadin A, Jestin le Tallec V, Ly Lebrun V, Dubreuil O, Khemissa Akouz F, Thimonier E, Bouché O, Lièvre A, Di Fiore F, Lecomte T, Lepage C, Hautefeuille V; PRODIGE 62-FFCD 1701-OESIRI investigators/collaborators.","Eur J Cancer. 2025 Oct 1;228:115741. doi: 10.1016/j.ejca.2025.115741. Epub 2025 Aug 22.","Tougeron D","Eur J Cancer","2025","2025/08/28","","","10.1016/j.ejca.2025.115741"
"39921852","Update on safety and feasibility of the combination of pembrolizumab and pelvic chemoradiation in locally advanced cervical cancer","Duska LR, Petroni GR, Thaker PH, Crane EK, Holman LL, Armstrong DK, Romano K, Scalici J.","Cancer. 2025 Feb 15;131(4):e35757. doi: 10.1002/cncr.35757.","Duska LR","Cancer","2025","2025/02/08","PMC11806929","","10.1002/cncr.35757"
"40344762","Stereotactic laser ablation for pediatric central nervous system tumors: a systematic review and meta-analysis of the literature","O'Leary S, Haider MA, Truong N, Advano D, Arya S, Ranganathan S, Jenkins A, D'Souza P, Naik A, Odiase P, Barrie U, Braga BP, Price AV.","J Neurosurg Pediatr. 2025 May 9;36(2):230-243. doi: 10.3171/2025.1.PEDS24387. Print 2025 Aug 1.","O'Leary S","J Neurosurg Pediatr","2025","2025/05/09","","","10.3171/2025.1.PEDS24387"
"41098719","Immunotherapy combined with definitive chemoradiotherapy for locally advanced unresectable esophageal squamous cell carcinoma","Hong Y, Tan Q, Li Y, Yang B, Wu Y, Zhao L, Zhao Y, Chen Y, Zhu Z, Zhu X, Gu L, Jiang N.","Front Immunol. 2025 Sep 30;16:1646568. doi: 10.3389/fimmu.2025.1646568. eCollection 2025.","Hong Y","Front Immunol","2025","2025/10/16","PMC12518077","","10.3389/fimmu.2025.1646568"
"40057199","Adapting radiation therapy to immunotherapy: Delineation and treatment planning of pre-operative immune-modulating breast iSBRT in 151 patients treated in the randomized phase II Neo-CheckRay trial","De Caluwé A, Bellal S, Cao K, Peignaux K, Remouchamps V, Baten A, Longton E, Bessieres I, Vu-Bezin J, Kirova Y, Gestel DV, Desmoulins I, Ignatiadis M, Romano E, Buisseret L, Piccart M, Vandekerkhove C, Gulyban A, Poortmans P.","Radiother Oncol. 2025 May;206:110836. doi: 10.1016/j.radonc.2025.110836. Epub 2025 Mar 6.","De Caluwé A","Radiother Oncol","2025","2025/03/08","","","10.1016/j.radonc.2025.110836"
"38768442","Administration of intratumoral GD2-directed interleukin-2 immunocytokine and local radiation therapy to activate immune rejection of spontaneous canine melanoma","Albertini MR, Zuleger CL, Ranheim EA, Shiyanbola O, Sondel PM, Morris ZS, Eickhoff J, Newton MA, Ong IM, Schwartz RW, Hayim R, Kurzman ID, Turek M, Vail DM.","Melanoma Res. 2024 Aug 1;34(4):307-318. doi: 10.1097/CMR.0000000000000975. Epub 2024 May 20.","Albertini MR","Melanoma Res","2024","2024/05/20","PMC11444423","NIHMS2018615","10.1097/CMR.0000000000000975"
"40288687","Impact of estimated dose of radiation to immune cells (EDRIC) in locally advanced Non-Small-Cell lung Cancer: A secondary analysis of the multicenter randomized PET-Plan trial","Dejonckheere CS, Nour Y, Sahlmann J, Engelhart MT, Hammi A, Barth SA, Schimek-Jasch T, Adebahr S, Hecht M, Waller C, Schmid S, Miederer M, Brose A, Binder H, König J, Rimner A, Grosu AL, Nestle U, Gkika E.","Radiother Oncol. 2025 Jul;208:110907. doi: 10.1016/j.radonc.2025.110907. Epub 2025 Apr 25.","Dejonckheere CS","Radiother Oncol","2025","2025/04/27","","","10.1016/j.radonc.2025.110907"
"39998638","Comparison of neoadjuvant chemoimmunotherapy with planned surgery and concurrent chemoradiation followed by immunotherapy for potentially resectable stage III non-small-cell lung cancer: a retrospective study","Qi Y, Zhai X, Xu Q, Jin Y, Guo Y, Zhao M, Zhu H, Guo H.","Cancer Immunol Immunother. 2025 Feb 25;74(4):119. doi: 10.1007/s00262-025-03961-0.","Qi Y","Cancer Immunol Immunother","2025","2025/02/25","PMC11861850","","10.1007/s00262-025-03961-0"
"40467307","Neoadjuvant chemotherapy or chemoradiotherapy plus sintilimab versus neoadjuvant chemoradiotherapy for locally advanced oesophageal squamous cell carcinoma: a study protocol of a multicentre, randomised, controlled, phase III trial (SCIENCE study)","He W, Bai H, Lv J, Tang P, Hu T, Zhou H, Xiao W, Peng L, Liu G, Wang K, Fang Q, Qi Y, Liang L, Zheng X, Qing H, Chen Y, Zhou Y, Xie W, Han Y, Leng X.","BMJ Open. 2025 Jun 4;15(6):e095828. doi: 10.1136/bmjopen-2024-095828.","He W","BMJ Open","2025","2025/06/04","PMC12142158","","10.1136/bmjopen-2024-095828"
"40759444","Atezolizumab and bevacizumab, with or without radiotherapy, versus docetaxel in patients with metastatic non-small cell lung cancer previously treated with a checkpoint inhibitor and chemotherapy: results from the randomized, phase Ib/II MORPHEUS-Lung study","Ghiringhelli F, Lawrence YR, Felip E, Zer A, Greillier L, Greystoke A, Pardo N, Al-Sakaff N, Helms HJ, Prizant H, Pintoffl J, Lim FL, Lim SM, Cho BC.","J Immunother Cancer. 2025 Aug 4;13(8):e011892. doi: 10.1136/jitc-2025-011892.","Ghiringhelli F","J Immunother Cancer","2025","2025/08/04","PMC12323520","","10.1136/jitc-2025-011892"
"40676560","Immunotherapy combined with radiotherapy in the treatment of lung cancer: a meta-analysis of therapeutic effectiveness, safety considerations, and abscopal effect","Gao M, Su M, Wang J, Wang R, Yi J, Xiang K, Deng R, Jiang L, Zeng Y, He J, Lv Y.","BMC Cancer. 2025 Jul 17;25(1):1184. doi: 10.1186/s12885-025-14542-w.","Gao M","BMC Cancer","2025","2025/07/17","PMC12273017","","10.1186/s12885-025-14542-w"
"40664454","Randomized phase II study of consolidation immunotherapy with nivolumab and ipilimumab or nivolumab alone following concurrent chemoradiotherapy for unresectable stage IIIA/IIIB non-small-cell lung cancer (NSCLC): Big Ten Cancer Research Consortium LUN16-081","Durm G, Mamdani H, Althouse S, Perkins S, Jabbour SK, Ganti AK, Jalal S, Chesney J, Naidoo J, Hrinczenko B, Fidler MJ, Leal TA, Feldman L, Fujioka N, Hanna NH.","J Immunother Cancer. 2025 Jul 15;13(7):e010316. doi: 10.1136/jitc-2024-010316.","Durm G","J Immunother Cancer","2025","2025/07/15","PMC12265819","","10.1136/jitc-2024-010316"
"40692776","The efficacy and safety of neoadjuvant and adjuvant chemo(radio)therapy combined with surgery in patients with locally advanced rectal cancer harboring defective mismatch repair system: a large-scale multicenter propensity score analysis","Wang HH, Yan YY, Zeng HY, Wang Y, Ni KM, Yu XR, Shi JM, Li HL, Wang JF, Yuan ZY, Wen QL, Zaorsky NG, Zhang CZ, Zang FL, Meng MB.","Front Immunol. 2025 Jul 7;16:1626438. doi: 10.3389/fimmu.2025.1626438. eCollection 2025.","Wang HH","Front Immunol","2025","2025/07/22","PMC12277327","","10.3389/fimmu.2025.1626438"
"41331921","Study protocol of a randomized controlled phase II trial comparing nivolumab, ipilimumab plus radiotherapy versus nivolumab plus ipilimumab for advanced or recurrent esophageal cancer: Japan Clinical Oncology Group study JCOG2311 (ART NOUVEAU)","Sakanaka K, Sasaki K, Tsushima T, Machida R, Hamai Y, Watanabe A, Kawabata K, Matsuda S, Kato K, Fukuda H, Takeuchi H; Japan Esophageal Oncology Group of the Japan Clinical Oncology Group.","BMC Cancer. 2025 Dec 3;26(1):34. doi: 10.1186/s12885-025-15403-2.","Sakanaka K","BMC Cancer","2025","2025/12/03","PMC12781585","","10.1186/s12885-025-15403-2"
"40779733","Dual Immune Check Point Blockade in MGMT-Unmethylated Newly Diagnosed Glioblastoma: NRG Oncology BN007, a Randomized Phase II/III Clinical Trial","Lassman AB, Polley MC, Iwamoto FM, Sloan AE, Wang TJC, Aldape KD, Wefel JS, Gondi V, Gutierrez AN, Manasawala MH, Gilbert MR, Sulman EP, Wolchok JD, Green RM, Neil EC, Lukas RV, Goldlust SA, Snuderl M, Galbraith K, Dignam JJ, Won M, Mehta MP.","J Clin Oncol. 2025 Sep 20;43(27):3032-3040. doi: 10.1200/JCO-25-00618. Epub 2025 Aug 8.","Lassman AB","J Clin Oncol","2025","2025/08/08","PMC12440284","","10.1200/JCO-25-00618"
"40887121","Low-dose radiation and stereotactic body radiotherapy with PD-1 inhibitor sintilimab and chemotherapy for first-line treatment of locally advanced or metastatic squamous lung cancer: protocol for a randomised phase II trial (IHC002 study)","Zhang R, Chen M, Yin N, Xue J.","BMJ Open. 2025 Aug 31;15(8):e094859. doi: 10.1136/bmjopen-2024-094859.","Zhang R","BMJ Open","2025","2025/08/31","PMC12406883","","10.1136/bmjopen-2024-094859"
"39824659","Association of Immune-Related Adverse Events With Efficacy in Consolidation Nivolumab Plus Ipilimumab or Nivolumab Alone After Chemoradiation in Patients With Unresectable Stage III Nonsmall Cell Lung Cancer: An Exploratory Analysis From the Big 10 Cancer Research Consortium Study BTCRC LUN 16-081","Wei CX, Althouse SK, Mamdani H, Hanna NH, Durm GA.","Clin Lung Cancer. 2025 May;26(3):e154-e162. doi: 10.1016/j.cllc.2024.12.007. Epub 2024 Dec 21.","Wei CX","Clin Lung Cancer","2025","2025/01/17","","","10.1016/j.cllc.2024.12.007"
"40898159","A phase II trial of hepatic ablation of metastases to modulate and enhance immunotherapy response in non-small cell lung cancer (HAMMER-NSCLC)","McMillan MT, Reyngold M, Crane CH, O'Brien DAR, Williams VM, Zinovoy M, Cuaron JJ, Gönen M, Kaiser A, Sopka DM, Gomez DR, Schoenfeld AJ, Bott M, Romesser PB.","BMC Cancer. 2025 Sep 2;25(1):1408. doi: 10.1186/s12885-025-14779-5.","McMillan MT","BMC Cancer","2025","2025/09/02","PMC12403433","","10.1186/s12885-025-14779-5"
"41271680","Induction chemotherapy plus camrelizumab followed by concurrent chemoradiotherapy in unresectable locally advanced esophageal squamous cell carcinoma: a single-arm phase II trial","Peng F, Wu J, Lian H, Wu S, Niu S, Xing X, Yang W, Song W, Li Y, Yu H, Feng ST, Wang X, Chen W, Ye W, Yu T, Liufu W, Cheng C, Bao Y.","Nat Commun. 2025 Nov 21;16(1):10292. doi: 10.1038/s41467-025-65206-z.","Peng F","Nat Commun","2025","2025/11/21","PMC12638862","","10.1038/s41467-025-65206-z"
"40262960","Efficacy and safety of iodine-125 seed implantations combined with chemotherapy and immunotherapy for patients with non-small cell lung cancer: protocol for a systematic review and meta-analysis","Wu K, Zheng HY, Zhang HY, Song XY.","BMJ Open. 2025 Apr 22;15(4):e094632. doi: 10.1136/bmjopen-2024-094632.","Wu K","BMJ Open","2025","2025/04/22","PMC12015708","","10.1136/bmjopen-2024-094632"
"40682385","Secondary Publication of Japanese Dermatological Association Guidelines: Clinical Questions of Guidelines for Cutaneous Angiosarcoma 2025","Fujisawa Y, Yoshioka Y, Yoshino K, Fujimura T, Naito Y, Masuzawa M, Oashi K, Nakano E, Kato H, Muto Y, Koga H, Miyagaki T, Uchi H, Nakamura Y, Asagoe K.","J Dermatol. 2025 Oct;52(10):e859-e875. doi: 10.1111/1346-8138.17856. Epub 2025 Jul 19.","Fujisawa Y","J Dermatol","2025","2025/07/19","","","10.1111/1346-8138.17856"
"40191245","Neoadjuvant leukocyte interleukin injection immunotherapy improves overall survival in low-risk locally advanced head and neck squamous cell carcinoma -the IT-MATTERS study","Talor E, Tímár J, Lavin P, Cipriano J, Markovic D, Ladányi A, Karpenko A, Bondarenko I, Stosic S, Sobat H, Zhukavets A, Imamovic N, Chien CY, Bankowska-Wozniak M, Kisely M, Jovic R, Young JEM, Hao SP.","Pathol Oncol Res. 2025 Mar 21;31:1612084. doi: 10.3389/pore.2025.1612084. eCollection 2025.","Talor E","Pathol Oncol Res","2025","2025/04/07","PMC11968324","","10.3389/pore.2025.1612084"
"40592026","Patient-reported outcomes from the phase 3, randomized, double-blind, placebo-controlled ENGOT-cx11/GOG-3047/KEYNOTE-A18 study of pembrolizumab plus concurrent chemoradiotherapy in participants with high-risk locally advanced cervical cancer","Randall L, Xiang Y, Matsumoto T, Giannarelli D, Milla DP, Lopez KA, Acevedo A, Vizkeleti J, Salani R, Nogueira-Rodrigues A, Mejia FC, Korach J, Akilli H, Lee JY, Saevets VV, Samouelian V, Sehouli J, Tharavichikul E, Sukhin V, Colombo N, Chang CL, Cueva JF, Lalondrelle S, Petru E, Szamreta E, Nguyen AM, Yamada K, Li K, Pignata S, Lorusso D.","Gynecol Oncol. 2025 Aug;199:88-95. doi: 10.1016/j.ygyno.2025.06.003. Epub 2025 Jun 30.","Randall L","Gynecol Oncol","2025","2025/07/01","","","10.1016/j.ygyno.2025.06.003"
"40119727","Impact of PD1 blockade added to neoadjuvant chemoradiotherapy on rectal cancer surgery: post-hoc analysis of the randomized POLARSTAR trial","Pang K, Liu X, Yao H, Lin G, Kong Y, Li A, Han J, Wu G, Wang X, Ye Y, Zhang J, Chen G, Wu A, Xiao Y, Yang Y, Zhang Z.","Br J Surg. 2025 Mar 4;112(3):znaf057. doi: 10.1093/bjs/znaf057.","Pang K","Br J Surg","2025","2025/03/22","","","10.1093/bjs/znaf057"
"40221605","Propensity score analysis of high-dose rate brachytherapy, immune checkpoint inhibitors, and docetaxel in second-line advanced NSCLC treatment","Cui R, Su H, Jiang Y, Yu X, Liu Y.","Sci Rep. 2025 Apr 12;15(1):12650. doi: 10.1038/s41598-025-97918-z.","Cui R","Sci Rep","2025","2025/04/12","PMC11993689","","10.1038/s41598-025-97918-z"
"41484398","Efficacy and safety of sequential versus concurrent administration of immune checkpoint inhibitors with radiotherapy in solid tumors: a systematic review and network meta-analysis","Baek J, Lee S, Kim D, Jin HK, Kim E.","Cancer Immunol Immunother. 2026 Jan 3;75(1):31. doi: 10.1007/s00262-025-04277-9.","Baek J","Cancer Immunol Immunother","2026","2026/01/04","PMC12764719","","10.1007/s00262-025-04277-9"
"41093345","Neoadjuvant camrelizumab combined with chemoradiotherapy and watch-and-wait strategy versus neoadjuvant chemoradiotherapy followed by surgery in locally advanced oesophageal squamous cell carcinoma: study protocol of a randomised controlled trial (PALACE-3)","Wang X, Li C, Cao Y, Kang X, Leng X, Zheng Y, Zheng B, Guo W, Jing H, Han Y, Chen C, Li Y, Li H.","BMJ Open. 2025 Oct 15;15(10):e093538. doi: 10.1136/bmjopen-2024-093538.","Wang X","BMJ Open","2025","2025/10/15","PMC12530390","","10.1136/bmjopen-2024-093538"
